
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 18:25:49.614810 | pp4rosie#2007 | jek play https://youtu.be/O1E_EtiBpSM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:51:48.722430 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=G95b3ji-tek
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:52:43.823417 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=j8p4m59eNu4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:52:56.440452 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=8Uj0FQhSE50
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:53:06.170598 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=JC07VcLg0UE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:53:17.478457 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=xsNK-NwZ14Y&t=13s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:54:59.266329 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=rk0z9uNccdU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:57:03.786270 | pp4rosie#2007 | jek p battotai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 15:58:38.236327 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=J2QXlws4ork
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 16:00:48.223033 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=beamS4GZ5T8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 16:07:33.337614 | pp4rosie#2007 | jek p https://youtu.be/emrrsj62A44
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 16:12:20.949520 | pp4rosie#2007 | jek p 甜蜜蜜
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 16:16:55.166759 | pp4rosie#2007 | jek p portals endgame
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 17:02:11.489200 | pp4rosie#2007 | jek p lucid dream
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:48:26.541562 | pp4rosie#2007 | jek play super idol dissy
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:52:18.486246 | QGIS#6129 | jek buy
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:52:22.266786 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:52:24.311595 | pp4rosie#2007 | jek checkin
[command] GLHFGGEZ | 2021-12-02 19:52:28.422717 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:52:30.386645 | QGIS#6129 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-02 19:52:31.743256 | pp4rosie#2007 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:52:35.710509 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:52:53.347738 | QGIS#6129 | jek buy 300
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:53:59.236900 | QGIS#6129 | jek sell
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:54:34.439017 | แว่นแดง#5640 | jek buy bitkub-coin 300
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:54:37.902352 | QGIS#6129 | jek buy 500
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:54:38.172863 | แว่นแดง#5640 | jek buy
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 19:54:46.506233 | แว่นแดง#5640 | jek buy 300
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:01:59.941190 | แว่นแดง#5640 | jek bet 300
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:02:30.757742 | แว่นแดง#5640 | jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:02:37.848257 | แว่นแดง#5640 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:03:01.492797 | QGIS#6129 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:03:10.027638 | แว่นแดง#5640 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:03:25.801608 | QGIS#6129 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:03:34.131432 | QGIS#6129 | jek bet 600
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:03:36.227960 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:04:12.973320 | pp4rosie#2007 | jek bet 200
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:04:51.361362 | QGIS#6129 | jek bet 600
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:05:28.217319 | QGIS#6129 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:05:56.363601 | แว่นแดง#5640 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:06:02.620803 | แว่นแดง#5640 | jek bet 1000
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:06:15.607208 | แว่นแดง#5640 | jek my bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:06:20.040785 | แว่นแดง#5640 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:07:06.122019 | แว่นแดง#5640 | jek bet 250
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:07:24.920793 | แว่นแดง#5640 | jek bet 1000
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:07:49.896434 | แว่นแดง#5640 | jek bet 500
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-02 20:08:03.124138 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 07:00:02.989542 | pp4rosie#2007 | Jek claim
[command] GLHFGGEZ | 2021-12-03 07:19:17.083061 | เพื่อนมึงไง#5065 | jek claim
[command] GLHFGGEZ | 2021-12-03 07:19:27.244083 | เพื่อนมึงไง#5065 | jek checkin
[command] GLHFGGEZ | 2021-12-03 07:19:32.369707 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 11:48:29.844102 | QGIS#6129 | Jek what | 没事儿，我就想应该是有十二张票的。
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:32:46.878296 | pp4rosie#2007 | jek p https://youtu.be/tp6Z9U0CYf4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:32:59.587257 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Rq0NjgXSj0s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:39:25.723855 | pp4rosie#2007 | jek p https://youtu.be/rcnHwzyDx48
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:39:53.098627 | pp4rosie#2007 | jek p https://youtu.be/kkNb9TCXgUI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:40:13.778556 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=K2jEFDrqaRg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:41:12.161751 | pp4rosie#2007 | jek p kumoko ed full
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:45:59.058879 | pp4rosie#2007 | jek p https://youtu.be/3GutnWKLNH8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:46:43.544727 | pp4rosie#2007 | jek p https://youtu.be/Nq5k2oR-Qh4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:53:38.966377 | pp4rosie#2007 | jek p assim voce me mata
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 12:56:40.964380 | pp4rosie#2007 | jek p https://youtu.be/GCnxcF49PMY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:01:29.508334 | pp4rosie#2007 | jek p con te partio
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:05:51.885664 | pp4rosie#2007 | jek p le festin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:09:47.852714 | pp4rosie#2007 | jek p perfect sarah
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:14:27.560606 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=8Uj0FQhSE50
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:16:40.538863 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=IzhSnBmm-OY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:26:52.169516 | pp4rosie#2007 | jek p https://youtu.be/esnUOePENzU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:34:07.367346 | pp4rosie#2007 | jek p https://youtu.be/_vBVGjFdwk4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:34:18.979698 | QGIS#6129 | jek p fly me to the moon oilver
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:37:03.687933 | pp4rosie#2007 | jek p praise chinggis khan
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:42:15.843306 | pp4rosie#2007 | jek p last christmas blackpink
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:46:30.480110 | pp4rosie#2007 | jek p 黄安 新鸳鸯蝴蝶梦
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:51:12.799226 | pp4rosie#2007 | jek p 新鸳鸯蝴蝶梦 何家劲
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:51:33.532801 | pp4rosie#2007 | jek p san jin joeng wu dip mung
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 13:56:11.049345 | pp4rosie#2007 | jek p 大海 冯提莫 钟镇涛
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 14:00:45.701640 | pp4rosie#2007 | jek p 少女慈禧
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 14:05:16.164973 | pp4rosie#2007 | jek p 我只在乎你
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 14:09:54.175620 | pp4rosie#2007 | jek p 你怎么说
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 14:10:25.329535 | pp4rosie#2007 | jek p 阳光彩虹小白马
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 14:20:03.547971 | pp4rosie#2007 | jek p 爱人女神 邓丽君
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 14:23:16.679348 | pp4rosie#2007 | jek p amogus year 1707
[command] Kanoon’s Best Amigos | 2021-12-03 14:36:01.922489 | pp4rosie#2007 | jek p liberee delivree
[command] Kanoon’s Best Amigos | 2021-12-03 14:36:22.184932 | pleumpwr#4479 | jek play chanel frank ocean
[command] Kanoon’s Best Amigos | 2021-12-03 14:45:00.998816 | pp4rosie#2007 | jek p san jin joeng wu dip mung
[command] Kanoon’s Best Amigos | 2021-12-03 16:01:45.474154 | pp4rosie#2007 | jek p doing alright smile
[command] GLHFGGEZ | 2021-12-03 16:14:07.964178 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=0EhRukyLNqc
[command] GLHFGGEZ | 2021-12-03 17:19:03.510165 | แว่นแดง#5640 | jek play superidol dizzy
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:31:10.781519 | pp4rosie#2007 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-03 17:31:18.780700 | pp4rosie#2007 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:31:49.656308 | pp4rosie#2007 | jek p ชิซูกะ เป้ อารักษ์
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:32:04.318534 | pp4rosie#2007 | jek p ไก่ เป้ อารักษ์
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:38:11.554066 | pp4rosie#2007 | jek p sawasdee encx
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:43:42.983025 | pp4rosie#2007 | jek p meiji period theme song
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:44:51.948737 | pp4rosie#2007 | jek p battotai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:48:23.232111 | pp4rosie#2007 | jek p 医用进行曲 香港版
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:49:03.224843 | pp4rosie#2007 | jek p 义勇军进行曲 香港版
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:51:26.439102 | pp4rosie#2007 | jek p a miuda gosta
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 17:56:29.117604 | pp4rosie#2007 | jek p besame mucha
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:11:56.417122 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=9zEl-FQLI4A
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:32:58.082279 | แว่นแดง#5640 | jek sale
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:33:05.056886 | แว่นแดง#5640 | jek sell
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:33:24.657695 | แว่นแดง#5640 | jek sell BITKUB-COIN 41.1522633744856
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:33:42.205508 | แว่นแดง#5640 | jek sell bitkub-coin 41.1522633744856
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:34:00.246146 | แว่นแดง#5640 | jek sell  41.1522633744856 bitkub-coin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:37:17.429796 | pp4rosie#2007 | jek p https://youtu.be/IzhSnBmm-OY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:39:12.424212 | pp4rosie#2007 | jek p https://youtu.be/BbGVbY-b9M4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:42:31.135217 | pp4rosie#2007 | jek p https://youtu.be/9qTLOVC_khU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:51:31.716407 | pp4rosie#2007 | jek p รักแท้ยังมีอยู่จริง
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:53:13.026714 | pp4rosie#2007 | jek p มากมาย บี้เดอะสกา
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 18:59:46.636903 | pp4rosie#2007 | jek p https://youtu.be/VZizbA18K6I
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:02:52.107195 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Rq0NjgXSj0s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:05:02.863421 | pp4rosie#2007 | jek p ไอ้แดง ไอ้เขียว
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:06:55.318879 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=ifbTLGy7koI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:14:34.795760 | pp4rosie#2007 | jek p portals
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:18:21.304032 | pp4rosie#2007 | jek p 每当变幻时 熏尼
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:21:30.002342 | pp4rosie#2007 | jek p https://youtu.be/uMEU2Jpj0Y4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:25:09.695249 | pp4rosie#2007 | jek p 小李飞刀
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:27:48.013821 | pp4rosie#2007 | jek p 天蚕变 歌
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:31:11.161503 | pp4rosie#2007 | jek p 一生何求
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:34:37.136868 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=R4JIfH9VjDE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:53:49.952899 | pp4rosie#2007 | jek p ฤดูฝน พาราด็อก
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 19:54:38.867201 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=dJMtC5lEd-E
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:03:02.391694 | pp4rosie#2007 | jek p https://youtu.be/0h3NeVv8AGg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:07:49.508591 | pp4rosie#2007 | jek p https://youtu.be/fi7mlXGSvKg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:07:58.901033 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=7B4CLQGxHmI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:08:39.990354 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=lWLxD7BzZ_Y
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:10:00.017713 | pp4rosie#2007 | jek p brownie wanuka
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:14:42.246485 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=u1Uch0BJOU8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:17:47.938468 | pp4rosie#2007 | jek p paper rings
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:25:50.943889 | pp4rosie#2007 | jek p liberee delivree
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:30:41.645922 | pp4rosie#2007 | jek p stay justin bieber acoustic
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:31:52.400431 | pp4rosie#2007 | jek p sign of the times
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:33:01.624746 | pp4rosie#2007 | jek p dusk till tawn
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:33:12.348202 | pp4rosie#2007 | jek p i dont wanna live forever
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:49:40.389470 | pp4rosie#2007 | jek p https://youtu.be/E_0i7Arjep4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:52:01.227886 | pp4rosie#2007 | jek p ramenez la coupe a la maison
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:56:58.948710 | pp4rosie#2007 | jek p ai se eu te pego
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 20:59:52.643107 | pp4rosie#2007 | jek p balada boa
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 21:00:09.628681 | pp4rosie#2007 | jek p balada boa gusttavo lima
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 21:04:04.562890 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=J5jI59BQjzs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 21:09:14.712994 | pp4rosie#2007 | jek p https://youtu.be/jZIJC7bT1cE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 21:23:08.115367 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Nq5k2oR-Qh4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-03 21:31:02.097280 | pp4rosie#2007 | jek p https://youtu.be/eo4SCRzBRzk
